域名	解析IP	开放端口	WEB服务器	网站状态
bpc.baidu.com	10.46.8.246	-	-	-
bop.baidu.com	10.50.14.165,10.26.5.60	-	-	-
bos.baidu.com	10.94.22.50,10.94.16.29	-	-	-
bmc.baidu.com	10.211.67.54	-	-	-
bps.baidu.com	10.23.246.138	-	-	-
bsb.baidu.com	202.106.2.69,115.239.211.87	-	-	-
bot.baidu.com	10.81.51.235,10.26.26.32	-	-	-
bsa.baidu.com	10.208.7.253	-	-	-
bpp.baidu.com	10.95.23.32	-	-	-
bsc.baidu.com	10.42.7.122	-	-	-
bvc.baidu.com	10.60.38.19	-	-	-
bsi.baidu.com	111.206.223.240	-	-	-
btd.baidu.com	10.94.51.24	-	-	-
bst.baidu.com	10.212.112.51	-	-	-
bts.baidu.com	10.26.26.78	-	-	-
btp.baidu.com	10.46.135.26	-	-	-
bws.baidu.com	10.220.140.59	-	-	-
byd.baidu.com	111.13.105.54	-	-	-
bzs.baidu.com	111.13.101.52	-	-	-
byq.baidu.com	10.58.48.41	-	-	-
cbg.baidu.com	61.135.186.206	-	-	-
ccp.baidu.com	10.42.6.22	-	-	-
ccs.baidu.com	10.26.7.113,10.36.253.83	-	-	-
cdp.baidu.com	10.40.23.62	-	-	-
cds.baidu.com	10.226.81.12	-	-	-
cdc.baidu.com	10.50.14.165,10.26.5.60	-	-	-
cct.baidu.com	111.202.114.88	-	-	-
cas.baidu.com	111.13.100.134,112.34.111.153	-	-	-
cep.baidu.com	112.34.111.113	-	-	-
che.baidu.com	183.232.231.89	-	-	-
cir.baidu.com	183.232.231.247	-	-	-
chf.baidu.com	111.206.223.174	-	-	-
cis.baidu.com	172.22.1.22	-	-	-
cid.baidu.com	112.34.111.153,111.13.100.134	-	-	-
cmc.baidu.com	10.36.7.221	-	-	-
cov.baidu.com	10.91.161.53	-	-	-
cmp.baidu.com	10.242.76.34	-	-	-
ckg.baidu.com	10.50.14.165,10.26.5.60	-	-	-
cop.baidu.com	10.50.14.165,10.26.5.60	-	-	-
ckv.baidu.com	223.111.138.35	-	-	-
csr.baidu.com	180.76.178.149	-	-	-
csm.baidu.com	111.13.100.240	-	-	-
ctp.baidu.com	10.16.81.248	-	-	-
cvn.baidu.com	10.42.7.201	-	-	-
csp.baidu.com	10.83.128.237	-	-	-
cst.baidu.com	10.23.232.96	-	-	-
cts.baidu.com	112.34.111.37	-	-	-
ctf.baidu.com	10.94.29.57	-	-	-
cvc.baidu.com	10.91.161.117	-	-	-
cys.baidu.com	10.58.107.17	-	-	-
dam.baidu.com	10.40.8.63	-	-	-
dac.baidu.com	10.92.149.24	-	-	-
dbi.baidu.com	10.42.4.219,10.57.8.26	-	-	-
ddm.baidu.com	10.50.14.165,10.26.5.60	-	-	-
dap.baidu.com	10.65.3.178	-	-	-
das.baidu.com	10.50.14.165,10.26.5.60	-	-	-
dbk.baidu.com	117.185.16.247	-	-	-
dbd.baidu.com	183.232.232.54	-	-	-
dao.baidu.com	180.149.131.33	-	-	-
dcs.baidu.com	10.52.102.56	-	-	-
deb.baidu.com	10.32.10.94	-	-	-
dhc.baidu.com	10.48.37.36	-	-	-
dfp.baidu.com	10.92.86.43	-	-	-
dfw.baidu.com	10.76.16.11	-	-	-
diy.baidu.com	10.103.95.34	-	-	-
dis.baidu.com	10.46.11.155	-	-	-
dlc.baidu.com	10.95.28.44	-	-	-
dlh.baidu.com	10.48.48.31	-	-	-
dmp.baidu.com	111.202.114.88	-	-	-
dmt.baidu.com	10.91.160.209	-	-	-
dpl.baidu.com	103.235.46.178	-	-	-
dna.baidu.com	10.213.121.18	-	-	-
dmm.baidu.com	10.46.144.80	-	-	-
dou.baidu.com	111.13.101.51	-	-	-
dqm.baidu.com	10.99.36.61	-	-	-
dss.baidu.com	10.65.211.95	-	-	-
dun.baidu.com	183.232.232.55	-	-	-
dtv.baidu.com	10.46.7.36,10.50.13.87,10.42.4.86,10.36.4.130,10.26.3.240,10.91.160.44	-	-	-
dvc.baidu.com	10.212.15.65	-	-	-
dxp.baidu.com	111.13.105.52	-	-	-
dwz.baidu.com	180.149.131.33	-	-	-
eas.baidu.com	10.207.7.92	-	-	-
dzl.baidu.com	111.13.100.240	-	-	-
eap.baidu.com	10.99.208.19	-	-	-
ebs.baidu.com	10.42.7.251	-	-	-
ecs.baidu.com	10.46.7.36,10.50.13.87,10.36.4.130,10.42.4.86,10.91.160.44,10.26.3.240	-	-	-
edg.baidu.com	10.83.128.43	-	-	-
edp.baidu.com	10.58.97.53	-	-	-
edm.baidu.com	117.185.17.93	-	-	-
efc.baidu.com	10.99.57.42	-	-	-
eff.baidu.com	10.99.53.43	-	-	-
eiv.baidu.com	111.13.101.73	-	-	-
efe.baidu.com	111.206.37.119	-	-	-
elk.baidu.com	10.42.3.212	-	-	-
emc.baidu.com	10.100.78.51	-	-	-
emq.baidu.com	10.95.107.97	-	-	-
emp.baidu.com	10.81.211.188	-	-	-
ems.baidu.com	10.38.75.31	-	-	-
emr.baidu.com	10.220.140.59	-	-	-
ers.baidu.com	112.34.111.249	-	-	-
ent.baidu.com	112.34.111.125,117.185.17.208,111.13.105.118	-	-	-
eps.baidu.com	10.42.5.65	-	-	-
eqc.baidu.com	10.99.53.20	-	-	-
ess.baidu.com	10.42.8.121,10.208.7.217,10.212.15.90	-	-	-
esb.baidu.com	10.26.7.218,10.36.7.56	-	-	-
esp.baidu.com	10.65.21.177	-	-	-
etf.baidu.com	111.13.105.27	-	-	-
etl.baidu.com	10.26.7.11,10.36.7.14	-	-	-
etp.baidu.com	10.38.109.33	-	-	-
ext.baidu.com	117.185.17.20	-	-	-
eva.baidu.com	180.149.131.33	-	-	-
evc.baidu.com	119.75.222.131	-	-	-
ews.baidu.com	61.135.165.119	-	-	-
eux.baidu.com	111.202.114.29,123.125.112.228,123.125.112.229,111.202.114.30	-	-	-
fad.baidu.com	10.42.3.129	-	-	-
fae.baidu.com	10.99.45.21	-	-	-
fbi.baidu.com	10.194.186.20	-	-	-
fav.baidu.com	111.13.82.71,111.13.82.70	-	-	-
fcc.baidu.com	10.207.135.58,10.207.144.29	-	-	-
fcs.baidu.com	112.34.111.250	-	-	-
fff.baidu.com	123.125.115.86,112.80.255.32,163.177.151.23	-	-	-
fet.baidu.com	10.81.12.102	-	-	-
fex.baidu.com	119.75.222.30	-	-	-
fep.baidu.com	111.13.100.69	-	-	-
fis.baidu.com	111.202.114.30,123.125.112.228,111.202.114.29,123.125.112.229	-	-	-
fin.baidu.com	10.48.31.126	-	-	-
flp.baidu.com	111.13.100.172	-	-	-
fts.baidu.com	10.36.253.94	-	-	-
gbm.baidu.com	10.208.86.25	-	-	-
gbs.baidu.com	10.26.209.25	-	-	-
gem.baidu.com	10.36.7.54	-	-	-
gfh.baidu.com	117.185.17.98,111.13.105.59	-	-	-
ghp.baidu.com	10.240.73.47	-	-	-
glb.baidu.com	10.208.251.21	-	-	-
gmv.baidu.com	10.46.7.209	-	-	-
gmu.baidu.com	202.108.23.199,202.108.23.198	-	-	-
gpu.baidu.com	10.92.101.18	-	-	-
gpt.baidu.com	10.42.6.57	-	-	-
gse.baidu.com	111.13.100.18	-	-	-
gtc.baidu.com	10.36.4.79,10.81.211.115	-	-	-
gtb.baidu.com	61.135.186.180	-	-	-
gue.baidu.com	10.242.15.28	-	-	-
han.baidu.com	180.76.141.217,180.76.183.17	-	-	-
hcl.baidu.com	111.13.100.2	-	-	-
hdj.baidu.com	111.13.100.139	-	-	-
hbd.baidu.com	10.85.37.30	-	-	-
hao.baidu.com	10.42.161.60	-	-	-
hci.baidu.com	10.100.78.52	-	-	-
hdk.baidu.com	10.202.53.34	-	-	-
hdp.baidu.com	10.57.13.185,10.65.3.101	-	-	-
hgs.baidu.com	10.48.56.233	-	-	-
hmi.baidu.com	183.232.231.89,123.125.115.15,180.97.33.34	-	-	-
hpd.baidu.com	117.185.17.191	-	-	-
hms.baidu.com	10.36.3.27,10.26.3.49	-	-	-
htc.baidu.com	10.94.63.55	-	-	-
hqc.baidu.com	111.13.101.29	-	-	-
hto.baidu.com	123.125.114.187,180.149.132.31	-	-	-
hsm.baidu.com	180.149.131.33	-	-	-
hue.baidu.com	10.83.128.52	-	-	-
hui.baidu.com	111.13.101.29	-	-	-
hwj.baidu.com	10.226.67.11	-	-	-
hun.baidu.com	180.97.34.232	-	-	-
iap.baidu.com	10.48.48.62	-	-	-
idm.baidu.com	10.207.7.147	-	-	-
ibs.baidu.com	10.48.30.110	-	-	-
idw.baidu.com	10.91.161.51	-	-	-
ibi.baidu.com	10.36.7.229	-	-	-
idy.baidu.com	10.103.99.40	-	-	-
idp.baidu.com	10.36.4.249,10.50.14.102	-	-	-
icp.baidu.com	112.25.91.1	-	-	-
idc.baidu.com	10.42.7.189	-	-	-
ici.baidu.com	10.48.33.83	-	-	-
iam.baidu.com	10.44.55.50	-	-	-
ifs.baidu.com	10.42.6.169	-	-	-
ifx.baidu.com	10.48.18.141	-	-	-
idb.baidu.com	10.50.107.60	-	-	-
igo.baidu.com	10.26.3.88	-	-	-
idl.baidu.com	111.202.114.149	-	-	-
idu.baidu.com	180.76.163.215	-	-	-
ido.baidu.com	10.94.62.53	-	-	-
ife.baidu.com	180.76.156.150	-	-	-
iit.baidu.com	172.22.1.78	-	-	-
ifr.baidu.com	10.38.31.57	-	-	-
iim.baidu.com	10.36.253.158	-	-	-
ims.baidu.com	10.42.186.12	-	-	-
ikg.baidu.com	10.99.33.21	-	-	-
ins.baidu.com	10.73.184.26	-	-	-
imc.baidu.com	10.211.6.27	-	-	-
imp.baidu.com	10.32.16.20	-	-	-
ime.baidu.com	112.34.111.172	-	-	-
iks.baidu.com	10.57.124.20	-	-	-
iop.baidu.com	10.81.211.179	-	-	-
ipp.baidu.com	10.36.7.221,10.81.211.74	-	-	-
ipl.baidu.com	10.242.15.236	-	-	-
ipr.baidu.com	10.42.4.91	-	-	-
iov.baidu.com	183.232.231.25,111.13.100.212	-	-	-
ika.baidu.com	111.13.100.216	-	-	-
iot.baidu.com	180.76.150.173	-	-	-
irm.baidu.com	10.42.4.16	-	-	-
itp.baidu.com	10.100.65.52	-	-	-
iuc.baidu.com	10.42.106.20	-	-	-
itc.baidu.com	10.242.15.73	-	-	-
ite.baidu.com	10.42.3.53	-	-	-
iws.baidu.com	10.48.30.110	-	-	-
iwm.baidu.com	111.13.100.150	-	-	-
ivr.baidu.com	117.185.16.29	-	-	-
jbr.baidu.com	111.13.100.240	-	-	-
jcm.baidu.com	10.42.7.109	-	-	-
jia.baidu.com	111.13.100.150	-	-	-
jin.baidu.com	111.13.101.247	-	-	-
jky.baidu.com	180.149.131.33	-	-	-
joc.baidu.com	10.26.25.186	-	-	-
jvr.baidu.com	111.13.101.75	-	-	-
kbs.baidu.com	112.34.111.131,111.13.100.22	-	-	-
kge.baidu.com	10.214.56.61	-	-	-
kgi.baidu.com	10.36.253.193	-	-	-
kgp.baidu.com	10.16.81.251	-	-	-
kgs.baidu.com	10.57.79.71	-	-	-
kmp.baidu.com	10.50.90.34	-	-	-
ksn.baidu.com	10.81.40.205	-	-	-
kpm.baidu.com	10.42.154.32	-	-	-
ksp.baidu.com	10.91.161.184	-	-	-
kst.baidu.com	10.100.47.127	-	-	-
kub.baidu.com	10.57.8.140,10.26.25.86	-	-	-
lbs.baidu.com	10.36.7.221,10.81.211.74	-	-	-
lcs.baidu.com	10.208.6.173,10.26.3.240,10.36.4.130,10.42.4.86,10.91.160.44	-	-	-
ldm.baidu.com	10.42.131.16	-	-	-
llx.baidu.com	112.25.91.1	-	-	-
lmp.baidu.com	111.206.37.67,180.97.33.24	-	-	-
lmc.baidu.com	180.149.132.31,123.125.114.187	-	-	-
lmo.baidu.com	10.26.5.60,10.50.14.165	-	-	-
lts.baidu.com	10.94.52.39	-	-	-
lxb.baidu.com	111.13.100.95	-	-	-
mbd.baidu.com	117.185.17.20	-	-	-
mdm.baidu.com	10.42.6.71	-	-	-
mdv.baidu.com	10.48.195.48	-	-	-
mbt.baidu.com	10.94.49.39	-	-	-
mdp.baidu.com	10.94.36.12	-	-	-
mbc.baidu.com	112.80.248.163,123.125.112.212	-	-	-
mck.baidu.com	119.75.222.131	-	-	-
mbs.baidu.com	123.125.115.239	-	-	-
mdc.baidu.com	10.58.115.15	-	-	-
mff.baidu.com	10.91.161.165	-	-	-
mdb.baidu.com	10.26.7.113,10.36.253.83	-	-	-
mcp.baidu.com	117.185.17.22	-	-	-
mai.baidu.com	111.13.101.29	-	-	-
mcc.baidu.com	10.46.21.56	-	-	-
mep.baidu.com	10.94.52.44	-	-	-
mfs.baidu.com	10.44.86.20	-	-	-
mgc.baidu.com	10.23.240.111	-	-	-
mfc.baidu.com	180.149.131.33	-	-	-
mip.baidu.com	10.100.81.51	-	-	-
mie.baidu.com	112.34.111.124	-	-	-
mkt.baidu.com	10.26.3.240,10.46.7.36,10.50.13.87,10.91.160.44,10.36.4.130,10.42.4.86	-	-	-
mil.baidu.com	117.185.17.208,112.34.111.125,111.13.105.118	-	-	-
mlp.baidu.com	10.26.109.43	-	-	-
moa.baidu.com	202.106.2.51,115.239.211.31,183.232.232.54	-	-	-
moc.baidu.com	10.65.211.164	-	-	-
mpp.baidu.com	10.50.77.39,10.48.77.35	-	-	-
mms.baidu.com	111.13.100.91,111.13.100.92	-	-	-
mod.baidu.com	10.94.69.36	-	-	-
mon.baidu.com	10.65.211.16	-	-	-
mqb.baidu.com	10.26.26.116	-	-	-
mot.baidu.com	10.48.50.39	-	-	-
mop.baidu.com	112.34.111.32	-	-	-
mpc.baidu.com	220.181.7.181	-	-	-
mst.baidu.com	10.94.173.50	-	-	-
mse.baidu.com	220.181.7.200	-	-	-
mrc.baidu.com	10.87.126.42	-	-	-
mrm.baidu.com	106.39.162.251,111.13.105.185,202.106.2.52	-	-	-
msm.baidu.com	111.13.100.13	-	-	-
msa.baidu.com	10.26.7.88	-	-	-
mtj.baidu.com	111.13.105.32	-	-	-
msc.baidu.com	111.13.105.26	-	-	-
msh.baidu.com	111.13.105.88	-	-	-
mtc.baidu.com	220.181.7.181	-	-	-
msp.baidu.com	223.111.138.48	-	-	-
mus.baidu.com	10.81.211.198	-	-	-
mue.baidu.com	180.149.131.33	-	-	-
mux.baidu.com	180.76.179.76	-	-	-
mvp.baidu.com	10.94.51.42	-	-	-
mtn.baidu.com	111.13.100.22,112.34.111.131	-	-	-
myh.baidu.com	180.149.132.31,123.125.114.187	-	-	-
myu.baidu.com	10.48.248.27	-	-	-
nba.baidu.com	111.13.101.14	-	-	-
mzp.baidu.com	119.75.222.131	-	-	-
nfa.baidu.com	10.81.14.227	-	-	-
nfe.baidu.com	10.199.171.51	-	-	-
nfs.baidu.com	10.215.79.55	-	-	-
ndm.baidu.com	10.36.253.188	-	-	-
nmp.baidu.com	10.42.4.219,10.57.8.26	-	-	-
nlu.baidu.com	10.42.51.31	-	-	-
nmq.baidu.com	10.36.77.15	-	-	-
nop.baidu.com	117.185.16.247	-	-	-
nlp.baidu.com	112.80.255.119,10.208.91.54	-	-	-
npm.baidu.com	10.100.75.26	-	-	-
nsi.baidu.com	10.32.19.76	-	-	-
oap.baidu.com	10.42.4.151	-	-	-
oag.baidu.com	10.48.30.150	-	-	-
oak.baidu.com	119.75.222.180	-	-	-
oem.baidu.com	10.94.21.21	-	-	-
ocp.baidu.com	10.36.7.68,10.26.7.80	-	-	-
ocs.baidu.com	10.57.13.112	-	-	-
odw.baidu.com	10.36.7.104,10.50.14.199	-	-	-
odp.baidu.com	10.50.82.58	-	-	-
oep.baidu.com	10.42.4.236	-	-	-
ofc.baidu.com	10.91.160.83	-	-	-
oip.baidu.com	10.36.7.68,10.26.7.80	-	-	-
oms.baidu.com	111.13.105.170	-	-	-
oom.baidu.com	10.94.52.44	-	-	-
omc.baidu.com	10.57.7.143,10.91.160.63	-	-	-
opn.baidu.com	183.232.231.140,111.13.105.67	-	-	-
omp.baidu.com	10.42.4.86,10.91.160.44,10.26.3.240,10.50.13.87,10.46.7.36,10.36.4.130	-	-	-
opa.baidu.com	10.26.3.240,10.46.7.36,10.36.4.130,10.42.4.86,10.91.160.44,10.50.13.87	-	-	-
ott.baidu.com	202.106.2.49,106.39.162.249,112.34.111.244	-	-	-
org.baidu.com	10.42.4.12	-	-	-
opm.baidu.com	10.26.3.49,10.36.3.27	-	-	-
orp.baidu.com	10.36.7.68,10.26.7.80	-	-	-
osp.baidu.com	10.42.3.243	-	-	-
otj.baidu.com	10.95.24.44	-	-	-
oto.baidu.com	10.65.211.165	-	-	-
owl.baidu.com	10.94.43.18	-	-	-
ots.baidu.com	10.94.53.35	-	-	-
otp.baidu.com	10.36.4.130,10.91.160.44,10.36.4.131	-	-	-
ors.baidu.com	10.46.123.32	-	-	-
oxp.baidu.com	10.207.6.78	-	-	-
otv.baidu.com	202.106.2.49,106.39.162.249,112.34.111.244	-	-	-
pfm.baidu.com	10.48.32.70	-	-	-
pdb.baidu.com	10.44.65.24	-	-	-
pfs.baidu.com	10.226.70.21	-	-	-
pim.baidu.com	111.13.105.55	-	-	-
pdi.baidu.com	112.34.111.144	-	-	-
pdw.baidu.com	10.48.57.144	-	-	-
pha.baidu.com	10.81.47.217	-	-	-
pis.baidu.com	10.36.7.31,10.26.7.33	-	-	-
pie.baidu.com	10.50.13.201	-	-	-
pmd.baidu.com	10.100.81.51	-	-	-
pkg.baidu.com	10.46.11.162	-	-	-
pos.baidu.com	183.232.231.117	-	-	-
pmc.baidu.com	10.100.27.52	-	-	-
pna.baidu.com	111.13.101.29	-	-	-
psa.baidu.com	117.185.16.211,111.13.82.66	-	-	-
poi.baidu.com	10.202.6.213	-	-	-
prm.baidu.com	10.44.64.34	-	-	-
psc.baidu.com	115.239.210.76	-	-	-
pro.baidu.com	117.185.16.252,183.232.231.209,112.34.111.37	-	-	-
psd.baidu.com	10.42.4.219,10.57.8.26	-	-	-
pvm.baidu.com	10.42.31.41	-	-	-
pwa.baidu.com	220.181.163.46	-	-	-
qca.baidu.com	10.202.21.38	-	-	-
qec.baidu.com	10.94.215.115	-	-	-
qfe.baidu.com	10.48.20.146	-	-	-
qip.baidu.com	10.26.7.33,10.36.7.31	-	-	-
qos.baidu.com	10.242.15.69	-	-	-
qlp.baidu.com	10.48.41.39	-	-	-
qll.baidu.com	10.36.7.31,10.26.7.33	-	-	-
qtz.baidu.com	10.215.74.52	-	-	-
rcc.baidu.com	10.57.8.26,10.42.4.219	-	-	-
qyy.baidu.com	112.34.111.131,111.13.100.22	-	-	-
rds.baidu.com	10.26.88.12	-	-	-
rec.baidu.com	10.26.3.75,10.42.7.169	-	-	-
rdf.baidu.com	10.81.3.33	-	-	-
rdp.baidu.com	10.46.11.19	-	-	-
rim.baidu.com	10.99.84.37	-	-	-
ren.baidu.com	111.13.101.73	-	-	-
rig.baidu.com	10.48.45.43	-	-	-
rmb.baidu.com	180.76.179.142	-	-	-
rmq.baidu.com	10.36.4.83	-	-	-
rms.baidu.com	10.65.211.49,10.57.13.63	-	-	-
rmp.baidu.com	111.13.100.150	-	-	-
roo.baidu.com	112.80.248.251,180.97.104.211,112.34.111.172	-	-	-
roi.baidu.com	180.149.131.33	-	-	-
rpm.baidu.com	10.26.3.114	-	-	-
rps.baidu.com	10.42.186.12	-	-	-
rqs.baidu.com	111.13.100.18	-	-	-
rsa.baidu.com	202.106.2.51,115.239.211.31,183.232.232.54	-	-	-
rtg.baidu.com	10.90.67.22	-	-	-
rtk.baidu.com	111.13.12.21	-	-	-
rtm.baidu.com	111.13.101.26	-	-	-
sak.baidu.com	10.210.54.44	-	-	-
sao.baidu.com	117.185.17.137	-	-	-
scm.baidu.com	10.42.8.234	-	-	-
scq.baidu.com	111.13.101.29	-	-	-
sdc.baidu.com	10.48.21.83	-	-	-
scp.baidu.com	10.99.86.52	-	-	-
sbq.baidu.com	117.185.17.57	-	-	-
sdn.baidu.com	10.42.208.11	-	-	-
sep.baidu.com	10.48.46.43	-	-	-
sem.baidu.com	112.25.91.1	-	-	-
sdp.baidu.com	111.202.114.171	-	-	-
sfe.baidu.com	10.100.81.51	-	-	-
sfc.baidu.com	183.232.231.248,111.13.100.239	-	-	-
slp.baidu.com	111.13.100.22,112.34.111.131	-	-	-
sia.baidu.com	10.57.6.40,10.57.13.39,10.36.5.198	-	-	-
sip.baidu.com	61.135.165.108	-	-	-
smp.baidu.com	10.99.72.23	-	-	-
sjh.baidu.com	117.185.16.205	-	-	-
sla.baidu.com	10.40.44.43	-	-	-
soa.baidu.com	10.44.73.69	-	-	-
sng.baidu.com	10.94.221.20	-	-	-
sme.baidu.com	111.13.105.54	-	-	-
snt.baidu.com	10.211.6.68	-	-	-
srf.baidu.com	112.34.111.88	-	-	-
spa.baidu.com	10.26.23.36,10.36.129.36,10.23.23.42	-	-	-
spm.baidu.com	10.50.192.25,10.36.253.241	-	-	-
sox.baidu.com	10.65.211.202	-	-	-
soc.baidu.com	10.215.7.49	-	-	-
sop.baidu.com	10.42.4.219,10.57.8.26	-	-	-
ssp.baidu.com	112.34.111.113	-	-	-
stt.baidu.com	117.185.17.23	-	-	-
stu.baidu.com	117.185.16.91,117.185.16.84	-	-	-
spk.baidu.com	119.75.222.172	-	-	-
sre.baidu.com	10.36.7.22	-	-	-
sra.baidu.com	10.46.138.52	-	-	-
srp.baidu.com	10.36.253.204	-	-	-
sux.baidu.com	180.76.179.76	-	-	-
svx.baidu.com	10.50.13.163	-	-	-
sss.baidu.com	10.141.80.96	-	-	-
stb.baidu.com	10.99.32.56	-	-	-
sts.baidu.com	10.94.49.38	-	-	-
stp.baidu.com	10.58.121.74	-	-	-
stj.baidu.com	106.39.162.128	-	-	-
stv.baidu.com	111.13.12.195	-	-	-
tag.baidu.com	183.232.232.80,117.185.16.135,111.13.100.21	-	-	-
tam.baidu.com	10.36.7.221,10.81.211.74	-	-	-
tas.baidu.com	10.16.81.145	-	-	-
tar.baidu.com	10.48.50.39	-	-	-
tbs.baidu.com	10.95.127.168	-	-	-
tcp.baidu.com	10.48.49.43	-	-	-
tco.baidu.com	10.141.80.111	-	-	-
tdm.baidu.com	10.26.26.115	-	-	-
tgm.baidu.com	10.212.7.92	-	-	-
tms.baidu.com	10.42.7.161	-	-	-
tob.baidu.com	10.26.5.60,10.50.14.165	-	-	-
tsn.baidu.com	111.13.105.96	-	-	-
tps.baidu.com	10.94.24.18	-	-	-
tpu.baidu.com	10.42.7.17	-	-	-
ttl.baidu.com	111.13.12.181	-	-	-
trs.baidu.com	10.48.30.222	-	-	-
tts.baidu.com	111.13.105.95	-	-	-
tsp.baidu.com	10.81.11.241	-	-	-
tyy.baidu.com	111.13.12.195	-	-	-
ubl.baidu.com	10.242.15.67	-	-	-
ubi.baidu.com	10.42.4.219,10.57.8.26	-	-	-
uaq.baidu.com	111.13.105.180,111.13.105.184,202.106.2.47,106.39.162.243,106.39.162.246	-	-	-
ucg.baidu.com	10.65.211.117	-	-	-
ucp.baidu.com	10.85.39.29	-	-	-
uda.baidu.com	10.81.40.203	-	-	-
uas.baidu.com	10.52.36.58,10.36.68.24	-	-	-
udc.baidu.com	180.149.131.33	-	-	-
uap.baidu.com	10.26.5.162	-	-	-
ubm.baidu.com	10.89.131.48	-	-	-
uds.baidu.com	180.149.131.33	-	-	-
ubf.baidu.com	10.48.49.61	-	-	-
ubs.baidu.com	10.99.27.31	-	-	-
udp.baidu.com	10.46.8.76	-	-	-
udi.baidu.com	10.65.3.146,10.83.128.206	-	-	-
udw.baidu.com	10.211.6.46	-	-	-
ued.baidu.com	180.76.179.76	-	-	-
uep.baidu.com	10.242.116.21	-	-	-
ueo.baidu.com	180.149.131.33	-	-	-
uer.baidu.com	10.57.8.26,10.42.4.219	-	-	-
uim.baidu.com	10.26.5.60,10.50.14.165	-	-	-
ukb.baidu.com	10.212.91.54	-	-	-
ufo.baidu.com	180.149.131.175,123.125.112.210	-	-	-
uic.baidu.com	172.22.1.27	-	-	-
upa.baidu.com	10.210.37.54	-	-	-
upl.baidu.com	119.75.222.172	-	-	-
upd.baidu.com	10.95.106.144	-	-	-
upt.baidu.com	10.99.31.14	-	-	-
usi.baidu.com	10.128.145.20	-	-	-
utp.baidu.com	10.95.30.17	-	-	-
url.baidu.com	10.99.57.42	-	-	-
usp.baidu.com	112.34.111.246	-	-	-
uts.baidu.com	10.26.3.49,10.36.3.27	-	-	-
uus.baidu.com	10.99.60.61	-	-	-
uui.baidu.com	10.23.241.236	-	-	-
vap.baidu.com	111.13.100.69	-	-	-
vde.baidu.com	202.108.23.203	-	-	-
vdp.baidu.com	10.42.6.181,10.57.13.28	-	-	-
vcs.baidu.com	61.135.165.170	-	-	-
vei.baidu.com	111.13.101.73	-	-	-
vis.baidu.com	202.106.2.65,111.13.101.178,115.239.211.55	-	-	-
viz.baidu.com	111.206.37.119	-	-	-
vop.baidu.com	111.13.105.93	-	-	-
vqc.baidu.com	10.202.7.111,10.202.7.110	-	-	-
vod.baidu.com	111.202.114.114	-	-	-
vse.baidu.com	119.75.222.172	-	-	-
wbi.baidu.com	10.65.3.157	-	-	-
wdm.baidu.com	10.57.13.230	-	-	-
wbk.baidu.com	112.34.111.119,112.34.111.120	-	-	-
wkm.baidu.com	112.34.111.124	-	-	-
wms.baidu.com	182.61.22.11,182.61.26.32,182.61.34.221,182.61.40.94	-	-	-
wow.baidu.com	10.42.3.141	-	-	-
wmp.baidu.com	10.36.5.159	-	-	-
wpl.baidu.com	112.34.111.246	-	-	-
wsa.baidu.com	10.40.69.119	-	-	-
wps.baidu.com	112.34.111.126	-	-	-
wtd.baidu.com	10.94.40.19	-	-	-
wsj.baidu.com	10.26.25.253	-	-	-
wtt.baidu.com	10.94.40.19	-	-	-
wyx.baidu.com	123.125.115.110	-	-	-
xda.baidu.com	111.13.100.7	-	-	-
xdc.baidu.com	180.149.131.33	-	-	-
xdb.baidu.com	10.58.159.36,10.92.116.26	-	-	-
xdn.baidu.com	112.25.91.1	-	-	-
xdu.baidu.com	111.13.100.22,112.34.111.131	-	-	-
xin.baidu.com	111.13.105.117	-	-	-
xfy.baidu.com	112.34.111.82	-	-	-
xiu.baidu.com	111.13.101.51	-	-	-
xpi.baidu.com	180.97.33.113,153.37.235.52	-	-	-
xue.baidu.com	119.75.222.131	-	-	-
xts.baidu.com	10.94.52.39	-	-	-
xzh.baidu.com	111.13.82.71,111.13.82.70	-	-	-
xyx.baidu.com	111.13.101.156	-	-	-
yao.baidu.com	111.206.37.210	-	-	-
yim.baidu.com	10.26.3.223	-	-	-
yqh.baidu.com	111.13.105.54	-	-	-
yum.baidu.com	10.26.153.41	-	-	-
yss.baidu.com	112.80.248.183,117.185.17.49,123.125.112.125,180.97.104.158,180.149.145.204,14.215.177.188,111.13.101.168	-	-	-
yue.baidu.com	180.76.141.217,180.76.183.17	-	-	-
zan.baidu.com	202.106.2.53	-	-	-
zdh.baidu.com	111.206.37.210	-	-	-
zfd.baidu.com	111.13.105.54	-	-	-
zdm.baidu.com	111.13.101.29	-	-	-
zhi.baidu.com	111.206.37.210	-	-	-
zjs.baidu.com	180.76.164.236	-	-	-
zoo.baidu.com	111.202.114.29,111.202.114.30,123.125.112.228,123.125.112.229	-	-	-
01.web.baidu.com	10.48.30.87	-	-	-
3mc.baidu.com	10.36.7.221	-	-	-
863.baidu.com	10.67.29.55	-	-	-
911.baidu.com	10.92.154.58	-	-	-
ci3.baidu.com	10.48.30.110	-	-	-
d4m.baidu.com	111.13.101.29	-	-	-
dj1.baidu.com	111.13.101.73	-	-	-
dj0.baidu.com	111.13.101.73	-	-	-
dj6.baidu.com	111.13.101.73	-	-	-
dj3.baidu.com	111.13.101.73	-	-	-
dj4.baidu.com	111.13.101.73	-	-	-
dj5.baidu.com	111.13.101.73	-	-	-
